date,Country,confirmed_cases
"Sep 3, 2020",United_States_of_America,6114406
"Sep 4, 2020",Brazil,4041638
"Sep 4, 2020",India,3936747
"Sep 4, 2020",United_States_of_America,6150655
"Sep 5, 2020",India,4023179
"Sep 5, 2020",Brazil,4092832
"Sep 5, 2020",United_States_of_America,6201726
"Sep 6, 2020",India,4113811
"Sep 6, 2020",Brazil,4123000
"Sep 6, 2020",United_States_of_America,6245866
"Sep 7, 2020",India,4204613
"Sep 7, 2020",Brazil,4137521
"Sep 7, 2020",United_States_of_America,6276421
"Sep 8, 2020",India,4280422
"Sep 8, 2020",United_States_of_America,6300671
"Sep 8, 2020",Brazil,4147794
"Sep 9, 2020",India,4370128
"Sep 9, 2020",United_States_of_America,6327793
"Sep 9, 2020",Brazil,4162073
